x,f,g
2,0.3131686432726035156093983680838630862269163755949504648414621591010465546728310511801489144743200548204945989821644895951141805452177107063457188946881,0.09397275139727396399821197314191169849306276392627693641922845875779934291664332081867171178718192077973050731953297431369927823646265693735402764561663
2.03125,0.3134402299595434358656529468951991949286988207987145291190537460409036257970535696847320061633384090295385290028645243822488704239037305746952254140058,0.09432965866922107543751559562757390123351111955331213707389944455197180177327065806022859843760128019236572697179385267893562513757322835585842428565517
2.0625,0.313695039447587916065791121701431839626681899183559422330170688089555390243301645866799766362785823388181065917506022054916273789863949990642401888596,0.09466706181187300048387101237110312874163719725127325220313489966566257402484963236728005112825174888209399159810669455967186387857717058154150877381532
2.09375,0.313934227575022292885151373631154463766879612349329107844355166371020956550406742205610489155037347721866588300141733630084396457607611032100660052671,0.09498608374942866114140002952803207410111008279243252346531688067865039188678455799491215349067390022922606511927958872432849308587015335435091883261599
2.125,0.3141588644955704542388552907000108112264158579985041244022145789393062967211327211229269431777992467961338003454431269640168539620405199702324180356929,0.0952877844041881153780973329016813708754538117421951753734166404576245422460568793298547325974243523078090693681057146192203466052729716078409774725501
2.15625,0.3143699413029946940049486816944229925584522745529956077915704927754226751954860067291564520856230408720812571999843172081586398596798293719127249688809,0.09557316361944399813896302982570207406702345209271984854929705891018493239614079070033584365668091372797648855922973614872318914270685929038606928626364
2.1875,0.3145683761391167893659122191725252173907532379884520672310803623403645647944327026360676570255711780463876260231868065989345987012617363218440131191175,0.09584316405111045912222395197952237676559681032318334978623174518833772939112926425061257628869963005972270411764757794975857273498031825861368816935796
2.21875,0.3147550198240032058117895661525812658614599868467799811487734307590201149716686704716838371865797999552807696552077870069964115697390147616813969113793,0.09609867400936005143108431103450924507465045877035967651342862936702038798043840390842006710992487495468955709827846837001705000558874494224555230273646
2.25,0.314930661044527481197338371306867367279709791297500660718854629140057196109222999511908659971256419381395010080698998572135470371582848825340644143092,0.09634053023526101359939508015906318783954501174556718777595654488699213126569456952018392501210397938477606344869976501851346946618834238618995208583599
2.28125,0.3150960311350878744932809143712733183604097615711903160544242774666590401978748589009744590236582908564204489600748054833994327618054076529527060534736,0.09656952060061846131211982856296452105094602307927940937827473482804119095109342227862844285944867441447238356069343637398656042344435439305770120324052
2.3125,0.3152518084819286492262383444224007077392024705502034127284475835694972399321994528516386743325445559679458161425937839240435315637351751600563401859391,0.09678638672197979822670966313147923869460713846642491959308340834414205767781202280186742831805549275533334003668174296510142587375248654521009642733828
2.34375,0.3153986225802956919583570353098993476280849984569151988095199286703996939781441322579960078274068707524142527309752740689135385131279764492097617287512,0.09699182648211910617359106265048103416486267908299224571264272518750684220733374263477749058962129450555387296386690091834736383952637011666916594427647
2.375,0.3155370577715554424494222769437237002800944281237526009250476695474838359721089137964631248082365928347646112409680120177985743769490357250747481503876,0.09718649645431473895387657710560834929226256155790739640825168700221736999817200137885338252872923635269637935745280807767352304294132523505879538670598
2.40625,0.3156676566854219055776434354451690316947805771580842988773607477436251546096926378250543081028814119389994560390412544492426267947169925548229943358733,0.09737101422642177047238436514358902391063185358251160587551270451348672683731201821069080483834829451504294082676313709912816422863725835770226245203049
2.4375,0.3157909234105695460925126129167251365037556150275881208924306655913687802889625744815237948435618764046977851988220655946574171987509161831584023613266,0.09754596062315510375966941343126298582332554053592099981994611710423287834821803358950319314314679006646535041523470993246427997873154702251004952659748
2.46875,0.3159073264151584063651972393654425035924198039706521001969654654512559011110325964310095336585648135404285471399932070559780279139676956959979273455079,0.09771188182617476901022746570808801645216294763620134707365697748316170322526107457424996196158461508371089421233766858994139644043992478712408321969466
2.5,0.3160173012371589897620909747359768499048084012006421451374055928223283912997213381608293678946842101115719204534534201275902815247290755785588679776742,0.09786929139253340183834215793062604744525540106030349688479129106324873993705797557845711231509600884758943195751194434323079205238073541892439661877621
2.53125,0.3161212529628346359599662459000038520070943451878534675047937703471057963353054488240712241416439520930314159311087753130568146596707110825326494383264,0.09801867217283488928128238716651503134412246245285777572003183845989709983182279320759577189287169828941251594389623664684998649704758796726404402512845
2.5625,0.3162195585103139892549129486112315206916467665893899651270071940915712366431893773335687675554519054810141557823097391983907361280040208990724597952107,0.09816047813108738485390024031292786804142350586916017123182949948543658545330891221083599392995890259788376731777602525516449585155768528985556868578577
2.59375,0.3163125687338610165232203045027825387122278424776544749554060362573115828702796830184678217436468014118656519462891963153747517585055829900772572504001,0.09829513606873517232970957690097364446501297942265993761040120418955692050079698760819941495375357361474472989294110868699061278981238499946693317983647
2.625,0.3164006103632198909052935159187519252995901993320937901310619489135545828503949905030736907230035525728383054667477717990227919603753516132572007685668,0.09842304725574147153314722814067159469416487866528066618779310918283006253264720533958504824303752854015783579723528939305767859117111865327687129016465
2.65625,0.3164839877912718000546706048550974928063317749860565680624935272974519429499200948872275517023571067333095940336194238604925113766025710956133849634911,0.09854458897188517011371833567776070558751519109560586549357085317494870699298775792300792245855716120555593470005143623145730074087108821942117358972343
2.6875,0.3165629847221851987228631149302383310152270791160394173940010218358330244537704799739064736717131689609454460641856913135193593384229546214698197215731,0.09866011596164347908711352351497519940387203760919979073305692247098343157712935344059792279836852658180792578808077491070967858753274821774826255862601
2.71875,0.3166378656912650723680786053624301271877968925540106191082620722628864149049551984606540762392771904266884067108182705227823082089463695161420429559415,0.09876996180617261438691809078615352432146290814127684805828454202491293766512349337310839309905732252590453553517856881438128721625901974002757356483915
2.75,0.3167088774668053726340500377150389887779528792364776337791835371546434270017903125730445861868555619959438931944568923570747129183430437990071928583527,0.09887444021598109175296172237170363515791310855545303815642964828690862017692131400842334017988296830388037411416159763103045173389730082860176606335908
2.78125,0.3167762503434170275686857652560367325562692338372377748326795075381216259222433085469817890829069702602784186747495249316815846237404316614340001017638,0.0989738462479248851626289942849797886444257680284867876471390940908764439036673923604144496850100932410449505402615778488054410975034133492021792571003
2.8125,0.3168401993355370933674210691813817374536404049727981961294820624297414860600374407656694802535432252931543098281175226612379492181357953474753259847304,0.09906845745014901284061081640030789777996332579406384887718511630564539147388834965651577733239618435446745638834362501121043558983172584214742638357971
2.84375,0.3169009252791181719066246237342857983436798541937082353984030920989921523999311107019712497613811369434089883766733255774343619351350589212504662441877,0.0991585349385633821963816741883942577699686308786365775306898001704322797805926619091173228402858707152861667549585628308000345975007741022134949481763
2.875,0.3169586158488468549694590819458760254572053288763634527452836945992382608596449554398540283741226268762873427790746970892620828002917262237858244725332,0.09924432440837821653569904495649401257032376732808250434894962653045891749089884795091779072971758764996103745734607882264989322309314132167552059125086
2.90625,0.3170134464976415811903055331152522242946324413971258156865121082944782659160432983534548729938331403868518779063112370048208500477421074506715994984388,0.09932605708414146594203638605849307243332808431430733417831093776179392263121138823676201113853321102978012604461001755370466859351834572852449979496017
2.9375,0.3170655813246300430773510412685662987025501021755208208079028372514666710805141734927663438409294588456587984508794351376750096309142728422323417852252,0.09940395061162184153029059422683060598772023285541184911857269951820279356537620285277116342083743944644772245020209068096930639598615845188459433235442
2.96875,0.3171151738773005256928463745494801611446235926661759373092081346168154664000410456868282886148194841996670638376860581121837479001310051707886554557515,0.09947820989477038115336545174649970989683676225180603022407501864262877146696327143671839131835839961901910937877041633766291046048238278943905497249808
3,0.3171623678930568886684832228614640914356723598149727157455386904949909116856744903449871749610578006710122126783213309499901366230267092023212810229407,0.09954902788087402536446883692397319587539006625249013565676504740933995686123975952730585573068893926424360271716534036939684107895607754722654126622183
3.03125,0.3172072979849801334206537017459976453782738027819485720565281204868203766212540723636189840326792222755257021459561743631106478199392691458098614746004,0.09961658629688929908996929334106918738503721674324960096336716501652983380826189242404050320735904678656879183129202470758656699940112153661465349152867
3.0625,0.3172500902762076561990240183324993247141632961961766829847722959731585649387539654347235845252846022994520609439487837070077269820880663217401207938518,0.09968105633981514572204266292792916639880898739416448085081731484380071842242464118926376402288400325105634151917121857952015764991224731869101420911532
3.09375,0.31729086298698160944479495674400595587310071015108802382463272198310980543216506114408528993711718170449075521920340893045602456460620927286711911714,0.09974259932383314150889128177997777672398460618399298310657237497664615499106449455478779838661447537381013785686118921027174392422039318603416162183169
3.125,0.3173297269780877101362198352409778092269822267731455060710984522363535654101639821675701995101983774051784367056895356961420489266018700855104139483588,0.09980136728681228579752863176710690649328210469468607627961291028030010531427191563633552560070485720211806562550539074225670381375481822389380452331074
3.15625,0.317366786254102962625901739467224632936152193302233009909718403584273329532484370875173740493150415134448567479680419170053791939358968627019119292118,0.09985750355864558273916308279793033902172632951860597319561759456665377133395230549927917061261575717280287261960462971747108273777882952788841966295347
3.1875,0.3174021384295929000398066510252913298847726696782942717182223692774980937487612119031572983349819992041078943311687613060809223021684381608340721688846,0.0999111432937577196852895411014447691992473677445242436216318453165254338786294908966586645818189551174941384144248294172223995244606728096467000222846
3.21875,0.3174358751611440543129025988623937693572382645347740798784275225133619949576399018918829422276462414036633766964387447588974360944355049483906410343781,0.09996241396999811192006922531837304788174185181721169934435334589684558521540722626128908372517408544237886076051046826238170165491405003483025560563304
3.25,0.3174680825478835584615831813603878471410931782898911740670756867362278352723167070778887386468824758105578698634824198369075643753036235799613011597463,0.1000114358560120478968494582376794826456626701503515480400427945576393684177485368761670659876144764454403436606197148011674834033176406941560076786089
3.28125,0.317498841502923330166981630486349566849799122633427466380450279105514480574315101756538852115068285230523897101734659999185547675341630254627810260962,0.1000583224490651069844073082247653572655602692555410043307623576207123678828646563144687835271331075988490340043624001002237941791358602091211124748949
3.3125,0.3175282280979695841845755299751546698522283409863359207200866318628998847537470646164626602140746480322408443882438622363708657336462403554349691592021,0.1001031808851827781369140802163183787128772901852720777573406207914785978796300498352621796434559395655049610815432750270900442404476089019108319158251
3.34375,0.3175563138831580007018758767061351829774986029292860028617431658685353535996737157948379785576176784503274016536840791170563847031904702158926956551993,0.1001461123233585210598501205942538993504899446254571418946133120180275850759648358045678287704127991362881253271391391339146999531571579865009868545445
3.375,0.3175831661840093839006385457993458496568929544743895777150421979434261017559930111646856393290721925708762102094190514330133752002836470135007228322504,0.1001872123054795304670077062160288940002985721455521736137166136424846747313272287657557901871094328535222904148123618769144550149117567595219405597831
3.40625,0.3176088483772488355892538065033560919629578959323330776092863364938363472090305495938827003147605587290910696198425238401633426600309515996411402544898,0.1002265710935202644572887923362280149032248250452393855897677384934846110003188308482424599496467532374619919982070531553108761204694244005152928795744
3.4375,0.3176334201470922002539522380172617327183765332410107839336900127465769267166211254540048282903947497226487730968608313337612022259193802766947392579003,0.1002642739854593951536371749528752672703081694733723777883846383212031131813748681565175844438275247079949249046673230559138561608696414708476035833585
3.46875,0.3176569377234757614174744003830152389415789850725163260694941897390866850132401277175501992156495412099614787582377119626142372366957501560905714035344,0.1003004016112861999007810524485679162590524228369861548666492589414916886392279633984131863799371212351573501095706626955164739512797636485490212778754
3.5,0.3176794541035879225519372037410269903328141035801854168078257384049747366345974687861871284785824019473879090117930432110996997063367089607540205996428,0.1003350302103774616558993565282254960692952006326829731395725984611418719800889841277039144430885314025733163100704372240872195354886379679649339367362
3.53125,0.3177010192579540065582419483572551351398539261296228098035609293665207955975153379753790629726664537621648079229555075364842442008996998225658691179662,0.1003682318914455838829301356555421890672203358873474313806194527056596661966432381401208305107026579318383182912132365964437013150148251191673257816162
3.5625,0.3177216803222265471121575470669484847232642676277710253103329949432299380883624739764206208791831649088210061201666651581234500915625672751750786847523,0.1004000748761827204130667705264825928504747811074265845185104738713407700767186053175065920836093571243187876357722692784317318667413277588190162593363
3.59375,0.3177414817757427817555408609053647868901634732426599525297848171738883921630389137776358682912681120113541310261185184739586739540832467958083199745111,0.100430623727654128347770165615366280772575612693291402852827710349442268188320507534347783264509863586865001000588356184735860423680181663159112379831
3.625,0.3177604656078278114451282050196216662793062913524812124673675001071675197099836531855958498274681342081021831001283813451994968523971841155217359084644,0.1004599395644265129181591959034556117560531504279364552611529091414402010040549408205672726700391952431207562512133203973523026669397339535725430382093
3.65625,0.3177786714727454424612711858465770559365932847311517783363527403076215008809183911729869552265929473356061661454225594425471648884937820261184155195398,0.1004880802613536789217947411777489042497683324087360066950055516110114787911689352474030452209517140269402918798896053315375120603817046901512822396021
3.6875,0.3177961368341285046741334303768677771885130810830587395140985425780339727003954803119128229957477653232803947686997652971355556982605346926837983942718,0.1005151006378821598727464860240151447043109845626296204058395879758608228669888798348880553414339262724377959452531705191405902928645341484035871248013
3.71875,0.317812897099655923831414445086000395732239559824450765462911495600878997779004328012307993872590645224303386542084756314251362514517964628685878129498,0.1005410526346834863610928762315202927964590617040986650977168031065054288646459971930618059965745160407744766432916316145424491728426978136658303395485
3.75,0.3178289857466845375541478312427335248540731463125815540967879084750249476610520957268779195667145946504195621469541403037555485439917130602804139232351,0.1005659854793672017545216140557368878589066913358353218460914269690966895227363144795686184796218610161655031932262686642687690117315321406810136454346
3.78125,0.3178444344394891483221496869390128481934808676769904429785208425833044630035529095779802605723133548991556906639316716659054155577845723943795220098142,0.1005899458419794599672658958057273769516730199353739841652151877434806987075268510699919611237055980961473820469046157857591594354753795880361360035795
3.8125,0.3178592731387142021526670060969966353801927909338866930532388664132735593532967091028025782194368269079729271420265952036701216279293736348251638593381,0.1006129779809458729825337889791982242318000082897945297264048320952309216026850915373063168273554865755683465632415245756413711155622113463749665373971
3.84375,0.3178735302035944030946038775851841620055217714106172486853755343227347384582459088106371465735410435389409050438500443714044183971970563790113979850021,0.1006351238800740454570820550957834915246509116097789448531525926852016603431453375668327230937144105744249254382857921641057412052541188217938481982918
3.875,0.3178872324874591862924377701827015427404458731447368640925500469675188327762239309596338388339136914550172367308194317023516080178386465179183816599769,0.1006564233771907751772524873242086653300320615231793367618437977341952162721111011453606219162879035979517901901349944393007807573831816998422809141984
